nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
mis pequenas manitos,surquillo,avenida sergio bernales lastre 516,inicial - cuna jardin,privada - particular,-12.11751,-77.0138
miss sonrisas,surquillo,calle marie curie mz j lote 3,inicial - cuna jardin,privada - particular,-12.11714,-76.99734
ninos sonrientes,surquillo,calle alfa orion s/n mz k lote 03,inicial - jardin,privada - particular,-12.11618,-77.00448
palomitas del jardin de la amistad,surquillo,calle las palomas 213-217,inicial - cuna jardin,privada - particular,-12.10649,-77.02571
pead unidos,surquillo,avenida las tiendas 237,basica alternativa - avanzado,privada - particular,-12.1038,-77.02127
sakura infantil,surquillo,pasaje el laurel 266,inicial - jardin,privada - particular,-12.12137,-77.00361
san jose y el redentor surquillo,surquillo,calle los halcones 654,inicial - cuna jardin,privada - particular,-12.10266,-77.01947
santa cecilia de la calera,surquillo,calle gabriela mistral y daniel cruz mz k lote 1,secundaria,privada - particular,-12.11488,-77.00426
santa maria college,surquillo,calle andres luna 256,primaria,privada - particular,-12.11594,-77.00832
santa maria josefa rossello,surquillo,avenida victor alzamora 326,inicial - jardin,privada - particular,-12.11549,-77.01242
santo grial,surquillo,jiron octavio paz 187-189,primaria,privada - particular,-12.1145,-77.00634
sor querubina de san pedro,surquillo,avenida el sauce 421,inicial - jardin,privada - parroquial,-12.12276,-76.99994
tarpuy kusiy,surquillo,calle felipe durand 146,inicial - cuna jardin,privada - particular,-12.11667,-77.01439
trazos,surquillo,calle el cerezo 270 - 272,inicial - jardin,privada - particular,-12.11788,-77.00231
hipolito unanue sede las brisas,ves,avenida maria reiche s/n sector 2,inicial - jardin,privada - particular,-12.24419884,-76.92029357
517 mis pequenitos angelitos,ves,carretera central sector 3,inicial - jardin,publica - sector educacion,-12.21541,-76.93717
526 santisima virgen del perpetuo socorro,ves,parque central sector 2,inicial - jardin,publica - sector educacion,-12.21002,-76.9401
557,ves,mz n etapa i,inicial - jardin,publica - sector educacion,-12.2286,-76.92331
558 casa montessori,ves,mz u lote 63 etapa ii,inicial - jardin,publica - sector educacion,-12.2322,-76.92093
6004 santiago antunez de mayolo,ves,mz n lote 03 sector 5,primaria,publica - sector educacion,-12.19548,-76.96105
6048 jorge basadre,ves,avenida micaela bastidas s/n sector 2,secundaria,publica - sector educacion,-12.2074,-76.94711
6062 peru eeuu,ves,avenida micaela bastidas grupo 24 sector i,inicial - jardin,publica - sector educacion,-12.19948,-76.95185
6063 jose carlos mariategui,ves,avenida el sol s/n sector 2,inicial - jardin,publica - sector educacion,-12.20085,-76.94336
6064 francisco bolognesi,ves,avenida jorge chavez s/n sector 2,primaria,publica - sector educacion,-12.21011,-76.93622
6065 peru inglaterra,ves,calle santa rosa s/n sector 2,inicial - jardin,publica - sector educacion,-12.2076,-76.9419
6066 villa el salvador,ves,avenida los alamos s/n sector 2,primaria,publica - sector educacion,-12.21334,-76.93987
6067 juan velasco alvarado,ves,avenida central /talara s/n sector 3,secundaria,publica - sector educacion,-12.22465,-76.92738
6068 manuel gonzales prada,ves,avenida los alamos s/n sector 3,secundaria,publica - sector educacion,-12.22581,-76.93209
6069 pachacutec,ves,avenida las americas s/n sector 3,basica alternativa - avanzado,publica - sector educacion,-12.21846,-76.93606
6070 heroes del alto cenepa,ves,avenida modelo s/n sector 1,secundaria,publica - sector educacion,-12.19135,-76.95236
6071 republica federal de alemania,ves,sector 6 sector 6,primaria,publica - sector educacion,-12.2239,-76.94643
6076 republica de nicaragua,ves,avenida micaela bastidas grupo 26 sector 3,secundaria,publica - sector educacion,-12.2201,-76.93966
6080 rosa de america,ves,avenida revolucion mz q1 lote 1 sector 1,primaria,publica - sector educacion,-12.19712,-76.94673
6099 mi mundo de colores,ves,grupo 2a s/n sector 6,inicial - cuna jardin,publica - sector educacion,-12.21089,-76.9536
6099 peru espana,ves,grupo 2a s/n sector 6,primaria,publica - sector educacion,-12.21089,-76.9536
628,ves,mz i2 lote 29 etapa iv sector 1,inicial - jardin,publica - sector educacion,-12.21923,-76.92286
632,ves,calle seis mz j lote 10,inicial - jardin,publica - sector educacion,-12.19403,-76.96238
650 santa ana,ves,mz k1 lote 2a sector 1,inicial - jardin,publica - sector educacion,-12.19657,-76.95153
651,ves,grupo 14 mz c1 lote 2 sector 3,inicial - cuna jardin,publica - sector educacion,-12.21774,-76.93546
652,ves,parque central sector 3,inicial - cuna jardin,publica - sector educacion,-12.22285,-76.9393
652 02 santa rosa de lima,ves,mz s etapa iv sector 2,inicial - jardin,publica - sector educacion,-12.23838,-76.92429
652 03 san martin de porres,ves,barrio 2 etapa iv sector 2,inicial - jardin,publica - sector educacion,-12.23834,-76.91759
652 04 villa el rosal,ves,parcela 3 mz 59 sector 2,inicial - jardin,publica - sector educacion,-12.21595,-76.92576
652 10,ves,avenida las palmas s/n lote 3 sector 8,inicial - cuna jardin,publica - sector educacion,-12.1913,-76.94121
652 11 pequenos querubines,ves,lote a sector 6,inicial - jardin,publica - sector educacion,-12.21539,-76.94935
652 22 senor de los milagros,ves,parque central 21a sector 2,inicial - jardin,publica - sector educacion,-12.20616,-76.95102
652 23 los portales,ves,grupo 3c mz b lote 14 etapa iv,inicial - jardin,publica - sector educacion,-12.23712,-76.91462
652 24,ves,mz o sector 6,inicial - jardin,publica - sector educacion,-12.21488,-76.95469
652 31 mi segundo hogar,ves,parque central grupo 12 sector 3,inicial - jardin,publica - sector educacion,-12.2262,-76.92703
652-17 capullito,ves,calle g mz s etapa iv sector 1,inicial - jardin,publica - sector educacion,-12.22614,-76.9205
677 mi segundo hogar,ves,mz e lote 17 etapa iv sector 2,inicial - jardin,publica - sector educacion,-12.24169,-76.91782
7072 san martin de porres,ves,avenida revolucion mz a,inicial - jardin,publica - sector educacion,-12.19936,-76.94483
7077 virgen del carmen,ves,avenida el sol seis mz g1 lote 2,secundaria,publica - sector educacion,-12.21796,-76.96735
7084 peruano suizo,ves,mz s lote 01 etapa i,secundaria,publica - sector educacion,-12.22934,-76.92323
7090 forjadores del peru,ves,parque industrial sector 8,secundaria,publica - sector educacion,-12.19227,-76.94151
7091 republica del peru,ves,mz e sector 7,secundaria,publica - sector educacion,-12.22856,-76.94364
7092 juan pablo ii,ves,avenida central sector 1,primaria,publica - sector educacion,-12.18848,-76.94866
7093 republica de francia,ves,avenida micaela bastidas / talara s/n sector 3,primaria,publica - sector educacion,-12.2293,-76.93405
7094 sasakawa,ves,avenida el sol / pastor sevilla,secundaria,publica - sector educacion,-12.20551,-76.95434
7095 peru italia,ves,parque central,primaria,publica - sector educacion,-12.19393,-76.95851
7096 principe de asturias,ves,avenida cesar vallejo s/n sector 6,primaria,publica - sector educacion,-12.21975,-76.94824
7097 villa amstelveen,ves,carretera central s/n sector 3,inicial - jardin,publica - sector educacion,-12.21664,-76.93278
7213 peruano japones,ves,avenida 200 millas s/n sector 1,primaria,publica - sector educacion,-12.2248,-76.9204
7215 naciones unidas,ves,mz k lote 1 etapa iv sector 2,primaria,publica - sector educacion,-12.2369,-76.92089
7216,ves,villa de jesus sector 5,inicial - jardin,publica - sector educacion,-12.19661,-76.96223
7224 elias remigio aguirre romero,ves,barrio 2 etapa iv,primaria,publica - sector educacion,-12.23982,-76.91742
7228 peruano canadiense,ves,pachacamac etapa iv sector 3,primaria,publica - sector educacion,-12.23977,-76.92488
7232 daniel alcides carrion,ves,mz o sector 6,primaria,publica - sector educacion,-12.21488,-76.95469
7234,ves,avenida las palmeras y los alamos,secundaria,publica - sector educacion,-12.248,-76.93124
7234 las palmeras,ves,avenida las palmeras y los alamos,inicial - jardin,publica - sector educacion,-12.248,-76.93124
7236 max uhle,ves,brisas de pachacamac sector 2,primaria,publica - sector educacion,-12.24546,-76.91862
7237 peru valladolid,ves,grupo 2 mz f-1 sector 10,inicial - jardin,publica - sector educacion,-12.24054,-76.93255
7238 solidaridad peru alemania,ves,mz e sector 9,inicial - jardin,publica - en convenio,-12.23802,-76.93899
7240 jesus de nazareth,ves,edilberto ramos 1 sector 1,secundaria,publica - sector educacion,-12.24413,-76.92919
7241,ves,carretera panamericana sur km 23,inicial - jardin,publica - sector educacion,-12.24311,-76.94398
7242 divino maestro,ves,parcela 3a subparcela 1 mz i lote 1 etapa iv,primaria,publica - sector educacion,-12.21428,-76.92733
7243 rey juan carlos de borbon,ves,mz a3 lote 45 etapa iv,inicial - jardin,publica - sector educacion,-12.23313795,-76.9137799
adventista salvador,ves,avenida micaela bastidas s/n mz m lote 14 sector 1,primaria,privada - particular,-12.19922,-76.95228
alamo,ves,avenida jose carlos mariategui mz e lote 04-a sector 3,inicial - jardin,privada - particular,-12.22172,-76.93427
albin's school,ves,mz b lote 16 sector 1,inicial - jardin,privada - particular,-12.20602,-76.97165
almirante guillermo brown,ves,mz g lote 1 sector 2,secundaria,privada - particular,-12.20521,-76.93652
american sistems,ves,mz e lote 40 etapa iv sector 2,inicial - jardin,privada - particular,-12.24156,-76.92463
amigos de villa,ves,mz e lote 22 sector 3,inicial - jardin,privada - particular,-12.22914,-76.93104
arenitas del mar,ves,parque metropolitano de pachacamac mz b lote 2 y 3,inicial - jardin,privada - particular,-12.24681,-76.92182
ascension school unicachi,ves,avenida los algarrobos parcela 04 mz e sector 1,inicial - jardin,privada - particular,-12.2013,-76.96618
astro rey,ves,mz j lote 43 etapa iii,primaria,privada - particular,-12.22221,-76.92792
baby kinder,ves,mz i lote 5 sector 1,inicial - jardin,privada - particular,-12.19404,-76.95153
be happy,ves,mz o lote 7 sector 6,inicial - jardin,privada - particular,-12.22051,-76.94679
beato josemaria,ves,avenida maria elena moyano mz i lote 20 zona 6,inicial - jardin,privada - particular,-12.2161,-76.9518
britanico,ves,mz q' lote 24 etapa iv,primaria,privada - particular,-12.23634,-76.92328
california school,ves,mz l lote 9-10 etapa 3,inicial - jardin,privada - particular,-12.20633,-76.96983
caminitos de villa,ves,mz e lote 33 etapa ii,inicial - jardin,privada - particular,-12.19764,-76.95526
carmelitas school,ves,mz e lote 10 sector primer,inicial - jardin,privada - particular,-12.19748,-76.94676
casa abierta,ves,mz b lote 02 etapa iv sector 3,inicial - jardin,privada - parroquial,-12.23836,-76.91908
casa abierta de nazareth,ves,subparc b lote 7,primaria,privada - parroquial,-12.23836,-76.91908
cayetano heredia ii,ves,grupo 3 mz e lote 1-2 sector 9,secundaria,privada - particular,-12.24004,-76.93121
cesar vallejo de villa,ves,mz b lote 22 sector 1,inicial - jardin,privada - particular,-12.19005,-76.94779
corazon de fatima,ves,mz f lote 7,inicial - jardin,privada - particular,-12.21281,-76.95464
corazon de jesus de oasis,ves,mz d lote 13-15 sector 10,secundaria,privada - particular,-12.23932,-76.93528
coronel leoncio prado,ves,mz n lote 29-31 etapa iv,secundaria,privada - particular,-12.23605,-76.92259
corporacion educativa the happy world of the children sac,ves,grupo 23 mz l lote 6 sector 1,primaria,privada - particular,-12.19773,-76.95499
corporacion mijoly e.i.r.l.,ves,mz i lote 18,primaria,privada - particular,-12.20421,-76.95124
cosmos de villa,ves,barrio 3 mz m lote 36 etapa iv sector 2,secundaria,privada - particular,-12.23927,-76.92647
cristiana alvin murray,ves,mz j lote 17 sector 7,inicial - jardin,privada - particular,-12.18407,-76.97976
cristo el salvador,ves,lote 2 sector 3,secundaria,privada - particular,-12.22343,-76.93093
cristo redentor de villa,ves,mz c lote 11 sector 1,inicial - jardin,privada - particular,-12.18684,-76.94683
cristo rey de villa,ves,calle santa rosa mz c lote 16-17 sector 2,inicial - jardin,privada - particular,-12.20437,-76.93648
divina virgen de guadalupe,ves,mz e lote 11 sector 3,primaria,privada - particular,-12.22117,-76.9403
divine grace,ves,mz g lote 8,inicial - jardin,privada - particular,-12.19227,-76.9539
el alba,ves,mz i lote i sector 2,secundaria,privada - particular,-12.21232,-76.93663
el carmelo de villa,ves,mz o lote 21 sector 3,inicial - jardin,privada - particular,-12.21835,-76.94393
el mundo nuevo,ves,mz i lote 10,primaria,privada - particular,-12.22266,-76.95143
el mundo nuevo de villa,ves,mz m lote 18 sector 6,secundaria,privada - particular,-12.2216,-76.94977
el nazareno de villa,ves,mz g lote 16 sector 9,primaria,privada - particular,-12.23378,-76.94313
el nazareno de villa i,ves,mz g lote 12 sector 9,inicial - jardin,privada - particular,-12.23369,-76.94287
el paraiso de los ninos del mundo nuevo,ves,mz m lote 15 sector 6,inicial - jardin,privada - particular,-12.22142,-76.94965
el triunfo de cristo,ves,mz m-3 lote 05 sector 3,primaria,privada - particular,-12.21726,-76.93711
el universo,ves,avenida 1 de mayo 1171 mz n lote 18,primaria,privada - particular,-12.19594,-76.95324
elias aguirre,ves,mz n lote 40,inicial - jardin,privada - particular,-12.2281,-76.9236
elias aguirre i,ves,"mz p lote 12,13,14 etapa i sector iv",primaria,privada - particular,-12.22815,-76.92368
emilia barcia bonifatti,ves,sector 2 sector 2,inicial - cuna jardin,privada - particular,-12.20637,-76.94044
emmi pikler,ves,avenida el sol mz p lote 11 sector 2,inicial - jardin,privada - particular,-12.2048,-76.94964
fe y alegria 17,ves,avenida revolucion s/n sector 3,secundaria,publica - en convenio,-12.21903,-76.93344
fortein kids,ves,avenida 1 de mayo 1280 mz g lote 15 sector 1,primaria,privada - particular,-12.19623,-76.95491
geniomath brisas,ves,max uhle s/n mz q lote 15 etapa iv,primaria,privada - particular,-12.24433,-76.91868
global school,ves,mz l lote 27 sector 13,inicial - jardin,privada - particular,-12.21578,-76.93786
gloria de villa,ves,mz f lote 23 sector 7,inicial - jardin,privada - particular,-12.22894,-76.94015
gotitas de colores,ves,mz c lote 10 sector 5,inicial - jardin,privada - particular,-12.1948,-76.96955
