,nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
3149,bilingue federico villarreal,comas,jiron libertad 348 - 350,inicial - jardin,privada - particular,-11.95837,-77.05256
3151,blumeninsel,comas,calle 5 135 mz a lote 28,primaria,privada - particular,-11.96541,-77.05844
3155,caritas felices de collique,comas,jiron loreto 341 mz e2 lote 15,inicial - jardin,privada - particular,-11.91356,-77.01931
3157,carlos wiesse,comas,avenida tupac amaru 1520,basica alternativa - avanzado,publica - sector educacion,-11.9519,-77.0505
3159,carmen alto,comas,avenida sierra maestra v zona s/n,inicial - cuna jardin,publica - sector educacion,-11.94631,-77.03114
3160,casa de ninos asuncion de maria,comas,pasaje las ameritas s/n mz t lote 7,inicial - jardin,privada - particular,-11.93279,-77.08324
3164,cesar vallejo de ano nuevo,comas,jiron jose lopez 160,inicial - jardin,privada - particular,-11.92701,-77.04194
3166,chiquitines de la alborada,comas,mz f2 lote 11 etapa ii,inicial - jardin,privada - particular,-11.9122229,-77.0499441
3167,ciencias y humanidades,comas,avenida guillermo de la fuente 194,primaria,privada - particular,-11.94203,-77.06543
3171,ciencias y humanidades ii,comas,avenida metropolitana 593 mz u lote 1 2,inicial - jardin,privada - particular,-11.9683,-77.06145
3173,cientifico del norte,comas,jiron francisco torres y calle anco mz e lote 02,inicial - jardin,privada - particular,-11.89744,-77.04544
3176,circulo uni de comas,comas,jiron guillermo de la fuente 198,secundaria,privada - particular,-11.94194,-77.06478
3177,circulo uni de comas ii,comas,avenida guillermo de la fuente 180 mz k1 lote 37 - 10,primaria,privada - particular,-11.94201,-77.06509
3178,colegio san pedro del norte,comas,avenida republica del peru 1259,secundaria,privada - particular,-11.9461,-77.05154
3179,college vitae,comas,mz q-iii lote 1,inicial - jardin,privada - particular,-11.9484,-77.05653
3181,comercio 62 almirante miguel grau,comas,jiron leon pinelo 230,basica alternativa - avanzado,publica - sector educacion,-11.93902,-77.05314
3183,consorcio educativo ingenieria,comas,avenida tupac amaru 2998,secundaria,privada - particular,-11.94172,-77.05002
3189,coronel jose galvez,comas,jiron micaela bastidas 1199,secundaria,publica - sector educacion,-11.91142,-77.01487
3190,corpus cristi,comas,avenida 22 de agosto 1220,secundaria,privada - particular,-11.94503,-77.06402
3193,crhistian anderson magallanes janampa,comas,avenida sinchi roca 895,inicial - jardin,privada - particular,-11.91475,-77.04463
3195,cristo joven,comas,jiron san martin de porres 214,primaria,privada - particular,-11.94361,-77.04642
3198,cristo ramos,comas,mz e lote 17 sector la balanza,primaria,privada - particular,-11.95741,-77.04122
3201,cristo vive,comas,jiron cahuide ii etapa 118,inicial - jardin,privada - particular,-11.93136,-77.05013
3203,cruz saco de santa luzmila,comas,jiron gregorio paredes y hr a gamarra mz c4 lote 10,primaria,privada - particular,-11.9454,-77.05842
3205,cruz saco del pinar,comas,calle 8 s/n mz h lote 19,secundaria,privada - particular,-11.91825,-77.05903
3207,dalton el carmen,comas,avenida belaunde este 866,inicial - jardin,privada - particular,-11.94189,-77.0402
3209,daniel alcides carrion,comas,calle rio perene s/n mz g lote 21,primaria,privada - particular,-11.95714,-77.06088
3211,daniel goleman de comas,comas,mz l2 lote 11 y 12,inicial - jardin,privada - particular,-11.94532,-77.05307
3215,dejalo crecer,comas,calle 12 s/n mz e lote 51-52,inicial - jardin,privada - particular,-11.90396,-77.05894
3216,delta,comas,jiron san antonio 272,secundaria,privada - particular,-11.9053,-77.04044
3217,diego thomson,comas,jiron peru 475,secundaria,privada - particular,-11.95626,-77.04067
3220,dios supremo,comas,calle b 13 mz k lote 14,inicial - jardin,privada - particular,-11.96903,-77.06027
3222,discovery kids,comas,calle puerto principe 124 etapa ii,inicial - jardin,privada - particular,-11.95291,-77.05524
3223,divina misericordia,comas,avenida alameda de el pinar mz ll lote 20,inicial - jardin,privada - particular,-11.9005,-77.05855
3229,divino nino dios,comas,mz o lote 08,inicial - jardin,privada - particular,-11.90951,-77.01973
3231,dominguito savio,comas,mz g lote 20 etapa ii,inicial - jardin,privada - particular,-11.91447,-77.04589
3232,don jose de san martin,comas,jiron jose carlos mariategui 304 sector ii,primaria,privada - particular,-11.93128,-77.04701
3234,dulce corazon de maria,comas,avenida 3 de octubre 1801,inicial - jardin,privada - particular,-11.94464289,-77.03239715
3236,ebenezer,comas,jiron hermilio valdizan 444 mz q lote 41,secundaria,privada - particular,-11.94043,-77.06077
3237,ebenezer de santa luzmila,comas,jiron martin aranguri 636,primaria,privada - particular,-11.94355,-77.06227
3239,edmundo de amicis,comas,calle manco inca 227,primaria,privada - particular,-11.92885,-77.04942
3241,el amauta,comas,calle 36 s/n mz j lote 1,secundaria,publica - sector educacion,-11.92998,-77.06647
3242,el amauta jose carlos mariategui de comas,comas,avenida el retablo mz k lote 28 29,inicial - jardin,privada - particular,-11.92572,-77.0549
3245,el mesias,comas,jiron uruguay 238 mz p lote 1,inicial - jardin,privada - particular,-11.94527,-77.05091
3247,el valle del jordan ii,comas,avenida san martin 310 zona ii,primaria,privada - particular,-11.91492,-77.03249
3248,elegidos de jesus,comas,avenida pedro de la gasca 453,primaria,privada - particular,-11.93951,-77.04274
3250,emprendedores,comas,avenida victor andres belaunde este 492,primaria,privada - particular,-11.9414467,-77.04041142
3252,erik erickson,comas,avenida guillermo dela fuente 151 mz j-1 lote 10,secundaria,privada - particular,-11.94184,-77.0658
3255,espiritu santo,comas,jiron bartolome herrera 649 etapa ii,inicial - jardin,privada - particular,-11.93762,-77.05025
3256,esther festini de ramos ocampo,comas,avenida tupac amaru 1526,secundaria,publica - sector educacion,-11.951812,-77.050653
3257,estrellitas de belen,comas,mz n lote 19 zona b,inicial - jardin,privada - particular,-11.926,-77.04086
3258,fe y alegria 07,comas,avenida alfonso ugarte s/n,basica alternativa - avanzado,publica - en convenio,-11.91727,-77.0406
3259,fe y alegria 08,comas,jiron juan montoya s/n,primaria,publica - en convenio,-11.92078,-77.03832
3261,fe y alegria 10,comas,avenida alfonso ugarte s/n,secundaria,publica - en convenio,-11.91727,-77.0406
3262,fe y alegria 11,comas,jiron bernardo alcedo 400,secundaria,publica - en convenio,-11.91561,-77.02516
3264,fe y alegria 13,comas,avenida revolucion s/n zona v,primaria,publica - en convenio,-11.9128,-77.0094
3267,federico villarreal,comas,jiron mariscal caceres 293,primaria,privada - particular,-11.91413,-77.03464
3268,federico villarreal - bilingue,comas,jiron libertad 348 - 350,secundaria,privada - particular,-11.95837,-77.05256
3269,fermat y euler,comas,calle 1 mz c lote 11,inicial - jardin,privada - particular,-11.90194,-77.05013
3270,fermat y euler school,comas,avenida republica del peru 1281,inicial - jardin,privada - particular,-11.91324,-77.05786
3272,flores,comas,calle mariscal miller 183,secundaria,privada - particular,-11.94119,-77.05211
3273,francisco perez de cuellar,comas,pasaje jose pezet 102,secundaria,privada - particular,-11.93617,-77.05477
3276,franklin delano roosvelt,comas,calle rio caplina 133 mz f lote 36,primaria,privada - particular,-11.95654,-77.06141
3278,gandhi del parral,comas,jiron carabayllo 164,inicial - jardin,privada - particular,-11.95569,-77.05639
3279,genes,comas,jiron universitaria 9880,primaria,privada - particular,-11.90846,-77.04374
3281,genes de primavera,comas,avenida 2 146 mz g lote 26,primaria,privada - particular,-11.92765,-77.054
3282,genes el pinar - comas,comas,mz h lote 8 y 9 parcela 1,inicial - jardin,privada - particular,-11.9158,-77.04904
3285,genes ii,comas,mz h lote 35,secundaria,privada - particular,-11.92755,-77.05275
3286,getsemani,comas,jiron jorge chavez 221 zona iii,inicial - jardin,privada - particular,-11.91227,-77.02747
3288,glenn doman school,comas,mz c lote 13-14 sector los naranjos,primaria,privada - particular,-11.90199,-77.05044
3289,graham bell,comas,mz f lote 40 etapa 3,inicial - jardin,privada - particular,-11.89804,-77.05032
3291,guiame san martin de porras,comas,avenida metropolitana 1094,inicial - jardin,privada - particular,-11.95732,-77.06315
3294,happy children's,comas,jiron diego ortizola 195 etapa ii,inicial - jardin,privada - particular,-11.89421,-77.04499
3295,happy kinders kids,comas,calle santiago 128 etapa ii,inicial - jardin,privada - particular,-11.95737,-77.05874
3298,henri la fontaine,comas,avenida heroes del cenepa s/n lote 4,inicial - jardin,privada - particular,-11.92575,-77.06503
3301,hijos valores de la comunidad,comas,avenida julio c tello 316,primaria,privada - particular,-11.94134,-77.0432
3302,hipolito unanue,comas,jiron mateo pumacahua 536,inicial - jardin,privada - particular,-11.93093,-77.05281
3303,honores del carmen,comas,avenida balaunde este 2243,inicial - jardin,privada - particular,-11.94425,-77.03013
3305,howard gardner de lima norte,comas,avenida jose munoz s/n mz g lote 10,primaria,privada - particular,-11.95384,-77.05766
3307,huellas del saber,comas,jiron pedro nolasco 330 mz 156-a lote 8,inicial - jardin,privada - particular,-11.94592,-77.02963
3308,huellitas de amor,comas,avenida los chasquis 196 mz k lote 30,inicial - jardin,privada - particular,-11.93515,-77.06184
3309,humanismo y tecnologia - humtec,comas,avenida belaunde oeste 1080,primaria,privada - particular,-11.93362,-77.05837
3312,husares de junin,comas,jiron lima 115 zona iv,basica alternativa - avanzado,privada - particular,-11.91534,-77.01432
3316,illary kusi,comas,jiron pimentel 599,inicial - jardin,privada - particular,-11.90403,-77.04079
3317,infinite school,comas,jiron manuel villaran 367,inicial - jardin,privada - particular,-11.92867,-77.04803
3320,ingenieria de la ensenanza,comas,jiron asuncion 881,primaria,privada - particular,-11.95284,-77.05339
3323,ingenieria del retablo,comas,avenida jose de la torre ugarte 100,inicial - jardin,privada - particular,-11.93976,-77.05508
3325,ingenieria san felipe,comas,jiron chiclayo 231,secundaria,privada - particular,-11.90566,-77.03669
3327,innova schools - comas el retablo,comas,avenida victor andres belaunde mz d lote 1,inicial - jardin,privada - particular,-11.9325273,-77.0604427
3330,innovacion tecnologica del peru,comas,avenida tupac amaru 709,secundaria,privada - particular,-11.96027,-77.05413
3333,intellexa schools,comas,jiron lima 671,inicial - jardin,privada - particular,-11.95571,-77.04846
3335,ivan pavlov,comas,jiron tacna 313,secundaria,privada - particular,-11.92437,-77.04364
3338,jack cartier,comas,jiron lima 189,inicial - jardin,privada - particular,-11.95984,-77.05017
3340,jack goldfarb,comas,jiron cuba 241,secundaria,privada - particular,-11.94846,-77.05007
3343,jaime white,comas,jiron manuel gonzales prada 139,primaria,privada - particular,-11.9361177,-77.0445423
3346,jesucristo el rey de reyes,comas,jiron las petunias 160 etapa i,inicial - jardin,privada - particular,-11.91259,-77.04223
3348,jesus,comas,jiron bernardo alcedo 130,secundaria,privada - particular,-11.91625,-77.02771
3351,jesus angeles,comas,jiron diego cisneros 382,inicial - jardin,privada - particular,-11.94049,-77.06656
3353,jesus el maestro,comas,jiron los claveles 224,inicial - jardin,privada - particular,-11.91621,-77.03138
3356,jesus nos ama,comas,avenida revolucion 2470 mz f lote 8 zona iv,inicial - jardin,privada - particular,-11.91347,-77.01805
3357,jesus redentor de san carlos,comas,jiron san ignacio 174,primaria,privada - particular,-11.91007,-77.0389
3361,"jesus, nuestro amigo de la libertad",comas,jiron lima y jr. ricardo palma mz g lote 7,inicial - jardin,privada - particular,-11.95754,-77.04913
3363,jhon von newmann ii,comas,avenida belaunde este 1144,secundaria,privada - particular,-11.94258,-77.03737
3364,johannes gutenberg,comas,calle las huacas s/n,secundaria,privada - instituciones beneficas,-11.90077,-77.04648
3367,johannes kepler guldennman,comas,jiron gonzalez prada 154,primaria,privada - particular,-11.91787,-77.03898
3368,john nash high school,comas,lote 69,secundaria,privada - particular,-11.90016,-77.05069
3371,john von newmann,comas,avenida belaunde este 1144,inicial - jardin,privada - particular,-11.94258,-77.03737
3373,jose carlos mariategui,comas,avenida retablo 1233,primaria,privada - particular,-11.92622,-77.055
3376,jose carlos mariategui la chira,comas,avenida 3 de octubre 1140,primaria,privada - particular,-11.9435,-77.03764
3378,jose marti,comas,jiron montevideo s/n,secundaria,publica - sector educacion,-11.95403,-77.05587
3379,joyas de jesus,comas,jiron 1ro de mayo 436,inicial - jardin,privada - particular,-11.93876,-77.04296
3382,kidschool,comas,mz k1 lote 19,inicial - jardin,privada - particular,-11.91463,-77.05694
3383,kinder froebel,comas,calle los manzanos 165 - 167,inicial - jardin,privada - particular,-11.94153,-77.04884
3384,kinder kids ecologico,comas,mz d lote 2,inicial - jardin,privada - particular,-11.91372,-77.0416
3385,kinder pequenas sonrisitas,comas,jiron nicolas alcazar 164,inicial - jardin,privada - particular,-11.94727,-77.06455
3386,kindergarten las americas,comas,jiron los planetas 231 mz z lote 15,inicial - jardin,privada - particular,-11.92352,-77.04107
3387,king jesucristo school de comas,comas,jiron tinta 141,secundaria,privada - particular,-11.91852,-77.04217
3388,king of kings,comas,jiron daniel alcides carrion 288,primaria,privada - particular,-11.93855,-77.05657
3390,la alborada,comas,calle los matuerzos mz p lote 11 etapa i,inicial - jardin,publica - sector educacion,-11.91155,-77.04448
3391,la alborada francesa,comas,calle las fresas s/n mz b2 zona b,secundaria,publica - sector educacion,-11.9123,-77.04734
3392,la casita de emy,comas,avenida canada 257,inicial - jardin,privada - particular,-11.94932,-77.05437
3393,la catolica de collique,comas,pasaje los jardines 102,inicial - jardin,privada - particular,-11.91936,-77.02962
3395,la fe de maria,comas,avenida abraham valdelomar 571,secundaria,privada - parroquial,-11.93455,-77.04457
3398,la libertad,comas,jiron simon bolivar 865,inicial - jardin,privada - particular,-11.95885,-77.04861
3400,la pascana,comas,jiron abraham valdelomar cdra 3 s/n,inicial - cuna jardin,publica - sector educacion,-11.93643,-77.04637
3401,la semillita,comas,jiron colmena 240,inicial - jardin,privada - particular,-11.95989,-77.04742
3403,las carmelitas,comas,jiron 23 setiembre 150 mz c lote 13,primaria,privada - particular,-11.96248,-77.05782
3405,las paulinas,comas,avenida republica del peru 865,primaria,privada - particular,-11.93178,-77.06814
3406,las paulinas del alamo,comas,mz e lote 18,inicial - jardin,privada - particular,-11.93178,-77.06815
3410,liceo santo domingo,comas,calle 48 s/n mz x-1 lote 9-10,secundaria,privada - particular,-11.91322,-77.05263
3413,lideres emprendedores kids,comas,avenida san felipe 250,inicial - jardin,privada - particular,-11.90637,-77.03545
3414,los andes,comas,avenida universitaria 1007,secundaria,privada - particular,-11.94122858,-77.05883505
3415,los andes de santa luzmila,comas,avenida universitaria 1007,primaria,privada - particular,-11.94122858,-77.05883505
3418,los angeles de santa teresita,comas,jiron libertad 733,inicial - jardin,privada - particular,-11.94748,-77.0473
3420,los milagritos,comas,avenida 09 de setiembre s/n mz b lote 40,inicial - jardin,privada - particular,-11.92795,-77.04376
3421,los naranjos,comas,calle 5 mz c sector los naranjos,inicial - jardin,publica - sector educacion,-11.90243,-77.04987
3422,los olivos college,comas,calle izasiga s/n lote 159-b,secundaria,privada - particular,-11.90626,-77.0492
3425,lucerito de los ninos,comas,avenida santa rosa de lima iii zona 151,primaria,privada - particular,-11.9193,-77.0283
3427,luceros school,comas,avenida carabayllo 488 y 490,inicial - jardin,privada - particular,-11.95891,-77.05858
3429,luis alberto sanchez,comas,mz ae lote 03,primaria,publica - sector educacion,-11.93681,-77.0361
